tolerance contact sensitivity mouse inhibition afferent sensitivity suppressor cell tolerance	train	8
pulmonary perfusion ventilation gas exchange modify breast carcinoma	train	7
inhibition mammalian protein kinase phosphodiesterase activity cyclic amp like compound isolate high plant	train	11
electrophysiological identification reticular neuron dorsal column nucleus	train	2
pulmonary fibrosis follow therapy multiple myeloma	train	7
electron spinal resonance analysis spin label single reduce	train	9
excision pyrimidine dimer treat escherichia coli	train	10
transmissible gastroenteritis swine clinical immunofluorescence	train	19
red cell survival biliary cirrhosis	train	18
pattern projection cortical area dorsal lateral geniculate nucleus cat	train	2
effect glucose carbon dioxide substrate oxidation	train	5
vitro lymphocyte stimulation antigen man	train	8
condition reflex neuronal activity auditory cortex cat	train	2
consumption complement component heart subcellular membrane vitro patient acute myocardial infarction	train	11
change human muscle age	train	1
treatment low angle ray data structure	train	9
fine structure epidermal gland mature sea	train	16
influence autologous serum vitro reactivity peripheral lymphocyte patient breast cancer	train	8
content total metabolic sodium arterial hypertension origin	train	17
significance circulate glycerol precursor pulmonary develop mammalian lung	train	7
cause experimental inoculation streptococcus rat	train	8
cooperative control ribosomal protein escherichia coli property ribosomal mutant resistance effect two distinct mutation	train	10
mycoplasma agglutination reaction	train	19
brain lipogenesis developmental pattern coenzyme synthetase soluble fraction rat brain	train	1
behavior beta acid acetyl substrate beta glucuronidase	train	20
surface coat lipid chemistry	train	20
effect acetylcholine dopamine caudate nucleus deplete biogenic amine	train	2
tetracycline clinical laboratory investigation	train	16
excretion mammalian lung	train	7
effect specie organ specific feature tissue system property influenza virus	train	19
cell mediate cytotoxicity hamster cell transform avian sarcoma virus sensitivity different	train	18
correlation rate ribonucleic acid synthesis level transfer ribonucleic acid mutant escherichia coli	train	10
study biological pigment single derivative	train	9
purification property extracellular alpha amylase	train	20
voltage oscillation barnacle giant muscle fiber	train	13
change dog lung induce chronic exposure	train	7
effect organ culture human lung tissue	train	7
partial purification property pyruvate uridine transferase staphylococcus	train	20
spleen spontaneous rupture	train	14
study histidine histamine relationship vivo effect endotoxin histidine decarboxylase inhibitor	train	7
interaction guanethidine rat isolate strip preparation evoke indirect stimulation	train	12
cardiovascular effect dopa rat	train	12
carbohydrate metabolism pregnancy plasma insulin liver composition gluconeogenesis nitrogen metabolism late rat	train	6
lymphocytic major gland correlation subject	train	8
mitotic activity thymus dependent blood lymphocyte	train	8
new human skin	train	16
mechanism damage allergic reaction tuberculosis	train	7
cerebrospinal fluid indicator prognosis author transl	train	14
progesterone bind component chick receptor activation hormone dependent purify nucleus	train	20
resistance channel human lung	train	7
late acute idiopathic	train	14
lipoprotein synthetic membrane implication filtration theory	train	9
inhibition migration murine spleen cell rauscher leukemia virus infect syngeneic cell	train	18
influence exogenous substrate endogenous respiration pseudomona aeruginosa	train	5
affinity label amino acid oxidase substrate	train	19
catabolite repression pyruvate metabolism escherichia coli	train	5
immunologic hepatitis antigen bind lymphocyte	train	8
rosette assay vitro cellular immunity	train	8
cochlear nucleus wave form record potential	train	2
difference sensitivity drug within wall sheep carotid artery	train	12
effect abdominal leave ventricular myocardial oxygen supply ratio perfuse ischemic bovine myocardium	train	11
time course induce anomalous rectification squid giant axon	train	13
adaptation tissue culture murine leukemia high thymus leukemia antigen	train	18
relationship blood velocity pressure distribution	train	4
surface immunoglobulin lymphocyte effect rna rich extract mouse immune response	train	8
model respiratory heat transfer small	train	20
protein lipid composition arterial relationship lipid accumulation plaque	train	7
effect insulin amino acid incorporation pancreatic cell rat	train	6
catecholamine adrenal tissue possible role	train	12
principle surgery gastric carcinoma author transl	train	14
vascular lesion red	train	7
determination total body exchangeable	train	7
calcium antagonism new principle coronary	train	19
age alpha development	train	1
synthesis oxidative double bond derivative	train	3
phosphate hypertensive disorder pregnancy	train	15
lymphocyte type diagnostic approach	train	8
biosynthesis bovine uridine diphosphate	train	5
cutaneous critical study case author transl	train	14
renin aldosterone system disease	train	17
recombination bacteriophage lambda dna vitro	train	13
effect cation formation nitrate reductase	train	13
size measurement age relate change human alveolar bone rat	train	1
age relate susceptibility mouse staphylococcal infection	train	1
interaction porcine fresh animal serum	train	19
isolation property epithelial cell ghost rat small intestine	train	3
role potassium oxidative metabolism	train	13
influence age discrimination comparison incorporation bone	train	1
lymphocyte peripheral blood patient	train	8
evoke potential dependence upon age	train	1
pathogenesis hypertension syndrome	train	13
theory muscular contraction length variation	train	9
effect ammonium inorganic phosphate potassium ion activity muscle nervous tissue vertebrate	train	13
experience computer virus plaque measurement	train	16
mechanism induce permeability mitochondrial membrane potassium ion	train	13
effect smooth muscle isoprenaline beta adrenoceptor interaction taenia guinea pig	train	13
transport sodium human erythrocyte vivo	train	17
identification chemical structure dimethyl dimethyl	train	3
cell wall group streptococci chemical studies type antigen purify cell wall	train	5
role rec gene viability escherichia coli	train	10
erythropoiesis inhibit factor intact red blood cell	train	4
lack age associate immune mucosal associate lymph node	train	1
tumor immunity tumor suppression vivo soluble product stimulate lymphocyte	train	8
prostaglandin activity human cutaneous inflammation detection radioimmunoassay	train	16
cell mediate cytotoxicity vitro human lymphocyte cervical cancer cell line	train	8
production purification staphylococcus	train	20
degree immunity induce kill vaccine experimental mouse	train	18
potassium channel kinetic squid axon elevate level external potassium concentration	train	13
hypertension old age author transl	train	14
ultrastructural change lung chronic experimental	train	7
mechanism antigenic stimulation primary secondary clonal precursor cell	train	18
newborn author transl	train	14
acid mucopolysaccharide metabolism leprosy subcellular localization acid beta glucuronidase host mycobacterium metabolic relationship	train	16
observation etiology therapy diabete	train	6
bind fatty acid tryptophan alpha fetal pig	train	19
age difference memory function processing	train	1
catecholamine bind plasma membrane fraction heart skeletal muscle	train	11
spontaneous premature birth twin pregnancy	train	15
clinical classification disease cancer breast	train	14
intracellular record cat spinal motoneurone acute	train	2
differential response ribonucleic acid polymerase neoplastic mouse follow treatment	train	18
pattern oxidative strain pseudomona	train	5
syndrome involvement central nervous system light optical study hemolytic anemia vascular change	train	11
role sodium ion concentration fluid volume salt loading hypertension sheep	train	17
general measure substance	train	15
effect thyroid hormone enzyme involve fatty acid synthesis	train	11
repression colony formation antiserum mouse	train	18
effect evoked potential cat brain	train	2
differentiation calcium activation mechanism vascular smooth muscle selective suppression	train	12
preliminary study intestinal flora colon old swine	train	19
chromosomal cell line derive patient	train	16
stimulation differentiation balb mouse infect rauscher leukemia virus	train	18
donor state escherichia coli strain carry factor	train	10
cell increase rat bronchial epithelium exposure cigarette tobacco smoke	train	7
response rat epinephrine effect age cell size	train	1
purification characterization stimulate activity insulin like growth factor purify rat liver cell condition medium	train	6
factor affect sensitivity cell isolation growth agent	train	20
expression operon escherichia coli bacteriophage lambda induce mutation	train	10
rna link dna fragment escherichia coli	train	10
incidence meat meat product	train	19
activity deoxyribonucleic acid polymerase deoxyribonucleic acid synthesis nuclei brain zonal centrifugation	train	1
glyceraldehyde phosphate dehydrogenase variant organism	train	11
association syndrome author transl	train	14
carbohydrate accumulation metabolism escherichia coli linkage chromosomal location mutation	train	10
possible mechanism generation molecular oxygen dependent microsomal lipid	train	9
antigen system detection new method cytochalasin treat cell	train	8
drug cell salivary gland	train	12
quantitative study antagonism action morphine like drug	train	16
natural history patient ray negative general practice	train	14
early recognition gene	train	6
carbon dioxide effect glucose catabolism mix microbial culture	train	5
genetic control response bacterial lipopolysaccharide mouse evidence single gene influence mitogenic lipopolysaccharide	train	18
study vitro effect adenosine cyclic monophosphate phosphorylation nuclear protein isolate rat heart nucleus	train	11
calcium potassium current muscle fibre insect	train	13
proton magnetic resonance magnetic susceptibility characterization bacillus	train	20
mitogen induction murine type virus analysis lymphoid cell subpopulation	train	18
model membrane system immune transfer antigenic determinant lymphocyte membrane interaction hapten bear	train	8
iii antibacterial methyl substitute	train	3
nonspecific factor resistance mouse experimental tuberculosis	train	7
influence antibodie immunologic response effect response antigen rabbit	train	4
myosin interaction contraction muscle	train	9
receptive field characteristic single neuron lateral visual area cat	train	2
age dependence nuclear rna processing	train	1
oral contraceptive myocardial infarction	train	15
pattern leave surface ventricular aneurysm	train	11
partial purification kinetic alpha fraction human liver	train	20
evaluation effect study	train	15
continuous blood sugar profile relation serum insulin subject normal metabolism normal weight author transl	train	6
role diffusion enzyme kinetic	train	9
value early detection disease author transl	train	14
purification characterization streptomyce lytic group beta streptococci	train	20
aerobic bacterial population activate method characterization activate bacteria	train	5
alteration property plasmodium infect red cell possible mechanism capillary obstruction	train	4
filament vertebrate smooth muscle	train	12
unusual reticulum cell cat ovary	train	2
incidence disease cardiovascular system patient diabete various type therapy	train	6
receptor sensitive carbon dioxide lung chicken	train	7
effect hydroxy hydrochloride coronary circulation myocardial metabolism	train	11
swine vesicular disease comparative study viruse isolate different	train	19
guanethidine relate agent antagonism drug inhibit norepinephrine pump man	train	12
optimal condition transformation streptococci	train	20
restriction dna detect recipient ability factor escherichia coli	train	10
catalase loci man possible genetic linkage	train	4
effect electrical stimulation ouabain uptake efflux valine tissue guinea pig cerebral cortex	train	17
glucocorticoid regulation phosphoenolpyruvate guanosine triphosphate rat	train	6
cardiovascular gastrointestinal cerebellar nucleus	train	2
abnormality insulin secretion case	train	6
morphological change prolactin cell male rat testosterone administration	train	1
cell carcinoma histological classification	train	14
influence age size number fat cell	train	1
steady state activity succinate dehydrogenase presence effect malate enzymic activity	train	11
effect protease inhibitor pulmonary function inhibitory activity patient chronic obstructive	train	7
mouse intestine escherichia coli	train	1
beta adrenoceptor antagonist activity	train	12
population structure relation selection	train	9
influence effect endogenous exogenous noradrenaline isolated rabbit heart perfuse constant pressure	train	12
family primary care	train	15
automate method determination biological product	train	13
effect cortex lesion behavior delay response cat	train	2
escherichia coli mutant deficient gene conversion lambda	train	10
situ study glycolytic pathway saccharomyce cerevisiae	train	5
interrelationship temperature sodium chloride growth lactic acid bacteria isolate meat	train	20
hemodynamic metabolic ultrastructural consequence myocardial anoxia	train	11
reactivity lymphocyte patient antigen leucocyte migration lymphocyte transformation test	train	8
control plasma renin activity chronic stable renal disease	train	17
pasteurella growth temperature virulence response	train	20
concanavalin vivo induction hemorrhagic skin lesion like reaction mouse	train	16
property modify antigen ability urea antigen alpha polypeptide chain cell specific antigen	train	18
characterization alpha adrenergic blocker blocker potassium activate calcium channel	train	13
evidence potential muscle rabbit cat author transl	train	2
evidence different dependent effect cortisol cultured fetal lung cell	train	7
asparaginase activity mycobacterium various growth condition	train	5
central effect hydroxydopamine body temperature rat	train	12
effect hydroxydopamine adenine nucleotide noradrenaline release guinea pig taenia evoke electrical field stimulation nicotine nerve stimulation	train	12
influence chloride potassium early current sheep cardiac purkinje fiber	train	13
effect inhibition catecholamine synthesis central catecholamine contain neurone develop rat	train	12
anti action administer direct cortical perfusion	train	2
effect fast response catechol amine rat	train	12
metabolic study aldosterone secretion rate plasma renin sodium	train	17
alter thermal sensitivity nerve possible model temperature effect multiple sclerosis	train	20
relationship among ventricular coronary artery disease angiographic indicator myocardial fibrosis	train	15
metabolism parathyroid hormone degradation label hormone kidney enzyme	train	6
age relate sample longitudinal study	train	1
change red blood healthy child	train	4
behaviour trypsin alpha methyl alpha lysine beta ester new method determine solution trypsin	train	3
prognosis intrauterine fetal growth retardation author transl	train	14
adrenaline mechanism action potential cardiac purkinje fiber	train	13
factor affect coenzyme saccharomyce cerevisiae	train	5
diffusion bile implication	train	9
form poison author transl	train	14
relative competition cortisol cortisone cortisol various protein bind system	train	19
ultrastructure cell wall	train	20
therapy author transl	train	14
sodium free water clearance hemodialysis	train	17
observation abnormal cell peripheral blood spleen hodgkin disease	train	18
permeability red cell membrane small	train	4
abnormality infant congenital heart disease	train	18
amino acid transport colon new bear pig	train	19
specific precursor pool estimate rate protein synthesis	train	11
joint author transl	train	14
red blood cell capillary	train	4
property component escherichia coli swine	train	19
brain involvement case report	train	16
react heart muscle tissue coronary heart disease	train	11
growth development human fetal lung immune deprive mouse	train	7
activity red blood cell membrane intact adrenal cell	train	4
enzymatic alteration syndrome prognostic implication	train	14
clinical application single compartment model urea kinetic dialysis therapy	train	9
pressure dependent factor edema formation canine	train	16
inhibition proliferative plaque form cell response human bone marrow derive lymphocyte peripheral blood antisera antigen	train	8
human red blood cell flow	train	4
mass spectral characterization metabolite rat goat	train	3
interference among group	train	20
effect transient period ischemia myocardial cell fine structure first	train	11
mutant class mutant escherichia coli lack major cell wall protein defective conjugation adsorption bacteriophage	train	10
calcium cyclic occurrence hamster	train	13
effect norepinephrine vasopressin isoproterenol histamine blood flow oxygen uptake capillary filtration coefficient colon dog	train	12
effect inhibition spontaneous acetylcholinesterase treat ester acid acid	train	4
association area cat auditory cortex	train	2
phage type negative	train	16
result surgical treatment benign malignant tumor author transl	train	14
plasma gamma globulin erythrocyte carbonic anhydrase	train	4
constant field solution simple membrane	train	9
malignant potential giant	train	15
possible role potassium ion action skeletal muscle contraction	train	13
action apply corticosteroid	train	16
meningitis newborn infant	train	14
cytotoxic antibodie cultured melanoma cell sera melanoma patient	train	8
inhibitory action hypertonic urea solution potassium contracture heart ventricular muscle	train	13
lymphocytic choriomeningitis laboratory expose hamster infect virus	train	18
mechanism change excretion sodium per renal mass reduce	train	17
temperature effect reflex time cat	train	2
study serum resistance escherichia coli	train	10
bond character sugar	train	5
cerebral synaptic transmission behavioral effect potential	train	2
electrolyte distribution active salt uptake frog skin	train	16
aneurysm sinus author transl	train	14
role carbon nitrogen source bacterial growth sporulation	train	5
quantitative histological study variability golgi cortical neuron rat cat	train	2
calcium bind property sarcoplasmic reticulum influence atp caffeine local	train	13
study various change transfer ribonucleic acid activity adenovirus transformation vitro	train	7
condition single unit response pattern visual cortex	train	2
epidemiologic study coronary heart disease stroke japanese man live coronary heart disease risk factor	train	15
catecholamine level spinal cord monkey	train	12
bacillus cereus cell wall isolation structural component	train	5
oxidative distribution glucose bacillus cereus	train	5
mitochondrial malate dehydrogenase reversible denaturation study	train	11
relationship frequency dependence lung distribution ventilation	train	9
skeletal author transl	train	14
enhance protein adsorption solid solution dependence surface charge	train	19
cyclic adenosine monophosphate human lymphocyte alteration phytohemagglutinin stimulation	train	8
source energy escherichia coli galactose transport system induce galactose	train	10
age relate change efficiency protein synthesis rat	train	1
infection calve clinical sign	train	7
food restriction age relate change serum lipid	train	1
regulation immune system synthetic polynucleotide effect cell associate immunoglobulin receptor immunological memory	train	18
influence size nature basic clostridium perfringen polynucleotide phosphorylase catalyse acid synthesis	train	3
communication illness relationship origin diagnosis	train	1
age relate change isocitrate free	train	1
change glucose insulin growth hormone level associate	train	6
spectral analysis laser light microorganism	train	9
inhibition sodium transport prostaglandin across isolated perfuse rabbit tubule	train	17
relationship infectious murine leukemia virus virus relate antigen genetic strain	train	18
membrane association deoxyribonucleic acid escherichia coli	train	10
early risk open heart surgery mitral valve disease	train	15
analysis effect body temperature injection dog gamma acid	train	12
assessment community suicide risk	train	15
new diagnostic method study arterial disease	train	9
regulation fat body metabolism vitro	train	5
systemic error measurement use conventional heart correction	train	9
effect block drug pressor response rat	train	12
effect cigarette smoke aryl hydrocarbon hydroxylase activity lung tissue inbreed mouse	train	7
role preparation adult old age	train	1
model ion exchange membrane	train	9
ultrastructural study body structure lymphocyte late	train	8
vivo escherichia coli deoxyribonucleic acid vitro cleavage restriction	train	10
protein asbestos body	train	7
therapy meningitis author transl	train	14
genetic regulation antibody response mice difference activation cell balb strain	train	18
plaque assay pneumonia virus mouse	train	4
factor affect translocation malate rat liver mitochondria	train	20
prevention heart disease post infarction patient	train	15
effect phosphodiesterase inhibitor phosphate cyclic phosphodiesterase different cyclic amp cyclic gmp	train	11
study characteristic control system sodium excretion man	train	17
cardiomyopathy muscular report two case review literature	train	11
cell cycle analysis	train	7
chromosome fiber nucleus	train	4
fluorescent antibody technique diagnosis equine virus abortion	train	7
lipase hydrolysis mammalian long chain distribution fatty acid	train	19
effect motor cortex kinetic cat	train	2
influence age plasma hormonal iodine response thyrotropin injection young calf	train	1
young four year study	train	15
electrical mechanical activity cell	train	13
type participation neuronal medial geniculate body	train	2
location site biotin gene escherichia coli	train	10
meat red meat	train	19
effect cellular energy internal calcium ion potassium conductance skeletal muscle frog	train	13
thymineless death escherichia coli strain specificity	train	10
effect extracellular potassium intracellular potassium ion activity potential canine cardiac purkinje fiber	train	13
difference amine storage rat heart brain	train	11
selective application cancer	train	15
acid lumbar fluid specific indicator spinal cord injury	train	2
isolation deoxyribonucleic acid mutant escherichia coli	train	10
skin assessment new preparation	train	16
evidence vivo bind specific antibodie human	train	7
mix lymphocyte culture produce effector cell model vitro allograft rejection	train	8
circular effect heat chloride conformation function	train	19
effect hydroxy metabolism brain norepinephrine	train	12
influence divalent cation potassium contracture duration frog muscle fibre	train	13
isolation characterization structural glycoprotein pulmonary tissue	train	7
experimental myocardium ultrastructural histochemical investigation	train	11
intra formation two major noradrenaline metabolite rat	train	12
method quantitative determination neutral urine	train	5
antibody synthesize spleen irradiate mouse	train	18
cardiac arrest due oral potassium administration	train	13
spontaneously hypertensive rat effect antihypertensive	train	17
limit number gene human dna	train	18
graft host reaction hybrid mouse dissociation cell activity mix lymphocyte reaction two graft host assay	train	18
cerebral blood flow metabolism syndrome	train	5
quantitative evaluation hemodialysis therapy use simple mathematical model	train	9
growth hormone release inhibit hormone gastrointestinal pancreatic cell	train	19
component blood pressure risk brain infarction study	train	15
temperature activity relationship serum	train	20
interaction poly methyl heparin study mean ultraviolet	train	3
activation murine cytomegalovirus infection cell transfer effect immunosuppression	train	18
lung mechanic pulmonary edema	train	7
relationship sodium pump activity twitch tension cardiac purkinje fibre	train	17
metabolism cortisone cortisol isolate rat guinea pig lung	train	7
partial suppression mutation ultraviolet resistance ultraviolet escherichia coli	train	10
blood flow capillary iii pressure require erythrocyte acid citrate	train	4
time course change blood pressure urinary excretion norepinephrine dopamine administration acid single dose elderly hypertensive patient	train	12
change cycle length use oral contraceptive	train	15
unit activity somatosensory area stimulation cat	train	2
specificity antigen recognition human lymphocyte vitro	train	8
early change myocardial hypoxia relation among mechanical function intracellular state	train	11
activity induce potassium accumulation uptake frog ventricular muscle	train	13
rna direct dna synthesis dna polymerase sarcoma virus structural functional identification rna cell	train	18
growth pseudomona sodium carbon source	train	17
synaptic transmission intracellular sodium induce sodium loading nerve terminal	train	17
autoradiographic study dna metabolism different population lymphocyte chemical carcinogenesis mouse balb strain	train	8
cytotoxicity sensitize lymphocyte mouse strain specificity virus infect cell	train	18
developmental study relationship protein component rat myelin	train	1
note simultaneous oxygen partial pressure neuronal activity cat cortex	train	2
release thyroxine serum protein vessel liver	train	20
production like lipoprotein endogenous lipid intestine liver diabetic dog	train	6
effect potential posterior root evoke stimulation cortex	train	2
effect cyclic amp gmp level heart rat expose stress	train	11
property uridine diphosphate activity synthesize beta	train	1
evidence fetal antigen human sarcoma	train	16
structure deposition human liver	train	3
purification kallikrein cat gland	train	2
effect drug response sympathetic nerve stimulation noradrenaline rabbit ear artery	train	12
adaptation dynamic cell cell cat retina	train	2
allogeneic effect inbreed mouse experimental condition enhancement hapten specific secondary antibody response graft versus host reaction	train	18
pathway cholesterol biosynthesis brain neonatal rat	train	3
origin ventricular hour old experimental myocardial infarction	train	11
extracellular factor synthesize bacillus cereus dermal reaction guinea pig	train	16
production calcium culture	train	5
induce frog myelinate fibre	train	13
degradation escherichia coli chromosome infection bacteriophage role bacteriophage gene	train	10
direct reaction disease newborn	train	4
immunofluorescence technique diagnosis swine investigation tube test author transl	train	19
retardation division three continuous ultraviolet different temperature	train	20
microbiological aspect ethylene oxide experimental apparatus method	train	20
primary antibody response organ culture	train	18
effect structure membrane escherichia coli	train	10
effect metabolism electrical mechanical activity frog atrium	train	11
concentration purification viruse adsorption insoluble	train	20
immunological evidence presence protein beta lipoprotein normal plasma	train	3
aspect vitamin acid beta trans acid	train	16
activity lysosomal beta glucuronidase leukocyte rat expose sodium	train	17
use analysis peripheral nerve	train	9
electron microscopic evaluation bone cell pig experimentally induce bordetella	train	19
serological analysis thymus spleen	train	18
activity effect acid complex affect molecular size	train	4
meningitis author transl	train	14
hereditary diagnosis disease	train	15
